"drugid"	"smiles"
"DB00257"	"ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1"
"DB00314"	"[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O"
"DB00637"	"COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1"
"DB00706"	"CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O"
"DB00910"	"[H]C1CC[C@]2(C)[C@]([H])(CC[C@@]2([H])C1=CC=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)C=C[C@H](C)C(O)(C)C"
"DB00981"	"[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C"
"DB01111"	"CCC(C)CCCCC(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC(C(C)O)C(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC1CCNC(=O)C(NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS([O-])(=O)=O)NC1=O)C(C)O"
"DB01126"	"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F"
"DB01218"	"CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F"
"DB01256"	"C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CSC1C[C@@H]2CC[C@H](C1)N2C"
"DB00380"	"C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1"
"DB00481"	"OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2"
"DB00721"	"CCN(CC)CCOC(=O)C1=CC=C(N)C=C1"
"DB01099"	"NC1=C(F)C=NC(=O)N1"
"DB01262"	"NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1"
"DB00709"	"NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1"
"DB01282"	"[H][C@]1(NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC"
"DB00740"	"NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2"
"DB00337"	"[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H]([C@@H](C)[C@@H](O)CC(=O)[C@H](CC)C=C(C)/C[C@H](C)C[C@@H]2OC)C(C)=C[C@@H]1CC[C@H](Cl)[C@@H](C1)OC"
"DB00175"	"[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC"
"DB00318"	"[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O"
"DB00322"	"OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O"
"DB00338"	"COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C"
"DB00339"	"NC(=O)C1=NC=CN=C1"
"DB00607"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O"
"DB00615"	"CO[C@H]1C=CO[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21"
"DB00806"	"CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C"
"DB00884"	"OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O"
"DB00888"	"CN(CCCl)CCCl"
"DB00905"	"CCNC(=O)CCCC=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1C=C[C@@H](O)CCC1=CC=CC=C1"
"DB01161"	"CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1"
"DB01177"	"C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O"
"DB01181"	"ClCCNP1(=O)OCCCN1CCCl"
"DB01196"	"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H]"
"DB01248"	"[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1"
"DB01250"	"OC(=O)C1=CC(=CC=C1O)N=NC1=CC=C(O)C(=C1)C(O)=O"
"DB01764"	"CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)C=C(C)/C=CCNC(=O)C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12"
"DB02703"	"O[C@@H]1CC[C@@]2(C)[C@@]([H])(CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@@]2([H])C([C@@H](OC(=O)C)C[C@]32C)=C(/CCC=C(C)C)C(O)=O)[C@@H]1C"
"DB08827"	"FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12"
"DB08860"	"O[C@H](C[C@H](O)C=CC1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O"
"DB08873"	"[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C"
"DB08877"	"N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1"
"DB08887"	"CCOC(=O)CCCC=C/CC=C/CC=C/CC=C/CC=C/CC"
"DB08899"	"CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F"
"DB08916"	"CN(C)CC=CC(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1"
"DB08933"	"ClC1=CC=C(C2CSC(S2)=C(C#N)N2C=CN=C2)C(Cl)=C1"
"DB09272"	"COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O"
"DB09279"	"CCCCC1=NC(C)=C(CC(=S)N(C)C)C(=O)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1"
"DB00583"	"C[N+](C)(C)C[C@H](O)CC([O-])=O"
"DB00609"	"CCC1=NC=CC(=C1)C(N)=S"
"DB01150"	"[H][C@]12SCC(C=CC)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O"
"DB09293"	"[Na][131I]"
"DB09320"	"CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O"
"DB00891"	"NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1"
"DB00795"	"OC(=O)C1=CC(=CC=C1O)N=NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1"
"DB00801"	"FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1"
"DB01159"	"FC(F)(F)C(Cl)Br"
"DB01164"	"[Cl-].[Cl-].[Ca++]"
"DB08889"	"CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1"
"DB09146"	"O.O.O.[OH-].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O"
"DB09256"	"FC1=CN(C2CCCO2)C(=O)NC1=O"
"DB09274"	"C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OC(=O)CCC(O)=O)O[C@@H]3OC4(C)CC[C@@H]1[C@@]23OO4"
"DB00577"	"CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O"
"DB00787"	"NC1=NC(=O)C2=C(N1)N(COCCO)C=N2"
"DB00803"	"[H][C@]1(NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)[C@H](CCNC1=O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)CCCC(C)CC)[C@@H](C)O)[C@@H](C)O"
"DB08911"	"CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1"
"DB09221"	"[Zn++].NCCC(=O)[N-][C@H](CC1=CN=CN1)C([O-])=O"
"DB00879"	"NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1"
"DB01141"	"CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O"
"DB01246"	"CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12"
"DB08823"	"CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@@H]1C[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]1OC"
"DB08828"	"CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1"
"DB08874"	"CC[C@H]1C=C(C)[C@@H](O)CC=CC=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(CC)C(Cl)=C(O)C(Cl)=C3O)[C@H](O)[C@@H]2OC)C(=O)OC(CC=C(/C)C=C(C)[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O"
"DB08890"	"[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O"
"DB08913"	"Cl[223Ra]Cl"
"DB08922"	"[H][C@@]12CCCC[C@]1([H])C(=O)N(CCCCN1CCN(CC1)C1=NSCC3=C1C=CC=C3)C2=O"
"DB08936"	"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"
"DB09144"	"CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=CC(=O)NC1=O"
"DB09152"	"N#N"
"DB09154"	"[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O"
"DB09185"	"CCOC1=CC=CC=C1OCC1CNCCO1"
"DB09198"	"COC1=CC=C(OC2=NC=NC(=C2)N(C)CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1"
"DB09205"	"CC(C)C1=C(OCCN(C)C)C=C(C)C(OC(C)=O)=C1"
"DB09212"	"CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1"
"DB09213"	"[H][C@@](C)(C(O)=O)C1=CC=C(CC(C)C)C=C1"
"DB09223"	"CCN1CCN(CC1)C1=NC2=C(CCCCCC2)C(=C1)C1=CC=C(F)C=C1"
"DB09229"	"COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)=O"
"DB09230"	"CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1"
"DB09244"	"CC1=CC=C2N3CCNC4CCCC(=C34)C2=C1"
"DB09245"	"CC1=CC(=CC=C1)N1CC(CO)OC1=O"
"DB09296"	"COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NC1=CC=C(C=C1)[C@@H]1CC[C@H](N1C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)C(C)C)C=C1"
"DB09297"	"[H][C@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCCC=C/2)NC(=O)C1=NC=C(C)N=C1)OC1=NC2=CC=CC=C2C2=CC=CC=C12)C(=O)NS(=O)(=O)C1CC1"
"DB09299"	"CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1"
"DB00179"	"C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1"
"DB00180"	"[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO"
"DB00181"	"NCC(CC(O)=O)C1=CC=C(Cl)C=C1"
"DB00184"	"CN1CCCC1C1=CN=CC=C1"
"DB00185"	"CC1O[C@@]2(CS1)CN1CCC2CC1"
"DB00186"	"OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2"
"DB00189"	"[H]C(Cl)=CC(O)(CC)C#C"
"DB00194"	"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O"
"DB00320"	"[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O"
"DB00323"	"CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O"
"DB00593"	"CCC1(C)CC(=O)NC1=O"
"DB00816"	"CC(C)NCC(O)C1=CC(O)=CC(O)=C1"
"DB00820"	"[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1"
"DB00822"	"CCN(CC)C(=S)SSC(=S)N(CC)CC"
"DB00897"	"CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12"
"DB00898"	"CCO"
"DB00906"	"CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1"
"DB00907"	"[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C"
"DB01143"	"NCCCNCCSP(O)(O)=O"
"DB01178"	"CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O"
"DB01194"	"CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O"
"DB08896"	"CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1"
"DB09166"	"CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=CC=CC=C1Cl"
"DB09167"	"CN(C)CCC=C1C2=CC=CC=C2CSC2=CC=CC=C12"
"DB09276"	"[Na+].OC(=O)CC(S[Au])C([O-])=O"
"DB09290"	"CN1C=C(C(=O)[C@@H]2CCC3=C(C2)N=CN3)C2=C1C=CC=C2"
"DB09291"	"C[C@@H](OC[C@]1(CC[C@]2(CCC(=O)N2)CN1)C1=CC=CC=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F"
"DB09292"	"[H][C@@](CC1=CC=C(C=C1)C1=CC=CC=C1)(C[C@@]([H])(C)C(=O)OCC)NC(=O)CCC(O)=O"
"DB00326"	"[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O"
"DB00330"	"CC[C@@H](CO)NCCN[C@@H](CC)CO"
"DB00336"	"NC(=O)NN=CC1=CC=C(O1)[N+]([O-])=O"
"DB00340"	"CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1"
"DB08905"	"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C"
"DB09257"	"OC1=CC(=O)NC=C1Cl"
"DB00576"	"CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1"
"DB00579"	"OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1"
"DB00580"	"CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O"
"DB00587"	"CCC(CC)(CC(=O)NC1=CC=CC(C=CC2=NC(=CS2)C2CCC2)=C1)C(O)=O"
"DB00589"	"[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC"
"DB00592"	"C1CNCCN1"
"DB00600"	"OC1=CC=C(OCC2=CC=CC=C2)C=C1"
"DB00617"	"CCC1(C)OC(=O)N(C)C1=O"
"DB00791"	"ClCCN(CCCl)C1=CNC(=O)NC1=O"
"DB00792"	"CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1"
"DB00793"	"ClC1=CC(Cl)=C(Cl)C=C1OCC#CI"
"DB00797"	"C(C1=NCCN1)C1=CC=CC=C1"
"DB00799"	"CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1"
"DB00800"	"OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12"
"DB00809"	"CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1"
"DB00810"	"OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1"
"DB00825"	"CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O"
"DB00878"	"ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1"
"DB00882"	"CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1"
"DB00885"	"CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1"
"DB00890"	"CC=C(C(=CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1"
"DB00894"	"[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H]"
"DB00901"	"CC1=CC=C(C=C1)C(=O)OC1=C(OC(=O)C2=CC=C(C)C=C2)C=C(C=C1)C(O)CNC(C)(C)C"
"DB00902"	"CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1"
"DB01146"	"CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1"
"DB01153"	"ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl"
"DB01157"	"COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC"
"DB01160"	"OCC(N)(CO)CO.CCCCC[C@H](O)C=C[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC=C/CCCC(O)=O"
"DB01170"	"NC(N)=NCCN1CCCCCCC1"
"DB01179"	"[H][C@]12COC(=O)[C@]1([H])[C@@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O"
"DB01183"	"[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1(O)CCC2=O"
"DB01186"	"[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC"
"DB01188"	"CC1=CC(=O)N(O)C(=C1)C1CCCCC1"
"DB01191"	"CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F"
"DB01744"	"CC1(C)[C@H]2CC[C@]1(C)C(=O)C2"
"DB02721"	"Ic1cnnc1"
"DB00176"	"COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F"
"DB00177"	"CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O"
"DB00178"	"[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC"
"DB00187"	"COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1"
"DB00188"	"CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O"
"DB00190"	"O.C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O"
"DB00193"	"COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C"
"DB00195"	"CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1"
"DB00316"	"CC(=O)NC1=CC=C(O)C=C1"
"DB00317"	"COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1"
"DB00321"	"CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12"
"DB00324"	"[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C"
"DB00325"	"O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N"
"DB00327"	"[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O"
"DB00328"	"COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O"
"DB00331"	"CN(C)C(=N)NC(N)=N"
"DB00332"	"[Br-].[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N@+]2(C)C(C)C"
"DB00333"	"CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1"
"DB00334"	"CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2"
"DB00335"	"CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1"
"DB00573"	"CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1"
"DB00575"	"ClC1=CC=CC(Cl)=C1NC1=NCCN1"
"DB00582"	"C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1"
"DB00584"	"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O"
"DB00586"	"OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl"
"DB00588"	"[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C"
"DB00590"	"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1"
"DB00591"	"[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO"
"DB00594"	"NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1"
"DB00596"	"[H][C@]1(F)CC2C3C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)C3(C)CC(O)[C@]2(F)C2(C)C=CC(=O)C=C12"
"DB00598"	"CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1"
"DB00601"	"CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1"
"DB00603"	"[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C"
"DB00604"	"CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC"
"DB00605"	"CC1=C(CC(O)=O)C2=CC(F)=CC=C2C1=C/C1=CC=C(C=C1)S(C)=O"
"DB00608"	"CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1"
"DB00611"	"[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1"
"DB00612"	"CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1"
"DB00618"	"[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O"
"DB00788"	"COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O"
"DB00790"	"[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O"
"DB00794"	"CCC1(C(=O)NCNC1=O)C1=CC=CC=C1"
