"drugid"	"smiles"
"DB01380"	"[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C"
"DB01395"	"[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21"
"DB01397"	"[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O"
"DB01399"	"OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O"
"DB01403"	"COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1"
"DB01406"	"[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3"
"DB01409"	"C[N+]1(C)[C@H]2CC(C[C@@H]1[C@@H]1O[C@H]21)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1"
"DB01551"	"[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O"
"DB01577"	"CN[C@@H](C)CC1=CC=CC=C1"
"DB06700"	"CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1"
"DB06702"	"CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C"
"DB06708"	"CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1"
"DB06710"	"[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C"
"DB08815"	"O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=CC=CC=C12"
"DB08816"	"CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1"
"DB08822"	"CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1"
"DB09330"	"COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C"
"DB00121"	"[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2"
"DB00122"	"C[N+](C)(C)CCO"
"DB00125"	"N[C@@H](CCCNC(N)=N)C(O)=O"
"DB00128"	"N[C@@H](CC(O)=O)C(O)=O"
"DB00130"	"N[C@@H](CCC(N)=O)C(O)=O"
"DB00131"	"NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1"
"DB00133"	"N[C@@H](CO)C(O)=O"
"DB00136"	"C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])C(CCC[C@]12C)=CC=C1C[C@@H](O)C[C@H](O)C1=C"
"DB00137"	"CC(C=CC=C(/C)C=CC1C(C)=CC(O)CC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CC(O)CC1(C)C"
"DB00139"	"OC(=O)CCC(O)=O"
"DB00140"	"CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"DB00142"	"N[C@@H](CCC(O)=O)C(O)=O"
"DB00364"	"O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O"
"DB00415"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O"
"DB00417"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O"
"DB00746"	"CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN"
"DB00865"	"C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1"
"DB01000"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O"
"DB01053"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O"
"DB01060"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O"
"DB01061"	"[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1"
"DB01070"	"CC(C)[C@@H](C)C=C[C@@H](C)[C@@]1([H])CC[C@@]2([H])C(CCC[C@]12C)=CC=C1/C[C@@H](O)CC[C@@H]1C"
"DB01377"	"O=[Mg]"
"DB01576"	"C[C@H](N)CC1=CC=CC=C1"
"DB01579"	"CC1C(OCCN1C)C1=CC=CC=C1"
"DB08795"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=[N+]=[N-])C1=CC=CC=C1)C(O)=O"
"DB00507"	"CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O"
"DB00509"	"N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O"
"DB00517"	"[Br-].CCCC(CCC)C(=O)O[C@H]1CC2CCC(C1)[N+]2(C)C"
"DB00525"	"CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1"
"DB00527"	"CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC"
"DB00659"	"CC(=O)NCCCS(O)(=O)=O"
"DB00663"	"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C"
"DB00667"	"OP(O)(O)=O.OP(O)(O)=O.NCCC1=CN=CN1"
"DB00670"	"CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1"
"DB00680"	"CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1"
"DB00685"	"[H][C@@]12CN(C[C@]1([H])C2N)C1=C(F)C=C2C(=O)C(=CN(C3=C(F)C=C(F)C=C3)C2=N1)C(O)=O"
"DB01437"	"CCC1(CCC(=O)NC1=O)C1=CC=CC=C1"
"DB01563"	"OC(O)C(Cl)(Cl)Cl"
"DB00827"	"CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12"
"DB00828"	"C[C@@H]1O[C@@H]1P(O)(O)=O"
"DB00845"	"CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1"
"DB00848"	"C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1"
"DB00856"	"OCC(O)COC1=CC=C(Cl)C=C1"
"DB00858"	"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C"
"DB00868"	"CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC"
"DB00873"	"[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C"
"DB01044"	"COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1"
"DB01056"	"CC(N)C(=O)NC1=C(C)C=CC=C1C"
"DB01077"	"CC(O)(P(O)(O)=O)P(O)(O)=O"
"DB01079"	"CCCCCN=C(/N)NNC=C1/C=NC2=C1C=C(CO)C=C2"
"DB01084"	"CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1"
"DB09324"	"[H][C@@]12CC(=O)N1[C@@]([H])(C(O)=O)C(C)(C)S2(=O)=O"
"DB09325"	"[F-].[Na+]"
"DB09332"	"[Na+].[Na+].[Na+].[Na+].CC1=C(OP([O-])([O-])=O)C2=CC=CC=C2C(OP([O-])([O-])=O)=C1"
"DB09343"	"ClC1=C(CN2CCCC2=N)NC(=O)NC1=O"
"DB09345"	"CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1"
"DB09350"	"CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC"
"DB09351"	"CC(C)NC[C@H](O)COC1=CC=C(CCOCC2CC2)C=C1"
"DB09488"	"[H]C(CN1CCCC1)=C(C1=CC=C(C)C=C1)C1=CC=CC(=N1)C([H])=C(/[H])C(O)=O"
"DB09526"	"OC1=CC=C(O)C=C1"
"DB00198"	"CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1"
"DB00200"	"[H]O[Co+]N1C2=C(C)/C3=N/C(=CC4=NC(=C(C)/C5=N[C@@](C)([C@@]1([H])[C@H](CC(=O)N)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@H](O[C@@H]1CO)N1C=NC2=CC(C)=C(C)C=C12)[C@@](C)(CC(N)=O)[C@@H]5CCC(=O)N)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)/C(C)(C)[C@@H]3CCC(=O)N"
"DB00203"	"CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1"
"DB00205"	"CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1"
"DB00210"	"COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2"
"DB00221"	"CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1"
"DB00342"	"CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1"
"DB00360"	"CC(O)C(O)C1CNC2=C(N1)C(=O)N=C(N)N2"
"DB00545"	"CN(C)C(=O)OC1=C[N+](C)=CC=C1"
"DB00549"	"COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1C"
"DB00770"	"CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O"
"DB00781"	"CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCN)NC1=O)C(C)O"
"DB00847"	"NCCS"
"DB00863"	"CNC(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O"
"DB01002"	"CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C"
"DB01010"	"CC[N+](C)(C)C1=CC(O)=CC=C1"
"DB01048"	"NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1"
"DB01057"	"CCOP(=O)(OCC)SCC[N+](C)(C)C"
"DB01058"	"O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1"
"DB01066"	"[H][C@]12SCC(C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)C1=CSC(N)=N1)C(O)=O"
"DB01400"	"CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C"
"DB01411"	"O=C(NC1=CC2=C(C=C1)C(=O)C=C(O2)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1"
"DB01427"	"NC1=CC(=CNC1=O)C1=CC=NC=C1"
"DB00347"	"CN1C(=O)OC(C)(C)C1=O"
"DB00348"	"[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O"
"DB00353"	"[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO"
"DB00354"	"CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1"
"DB00355"	"C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O"
"DB00362"	"[H][C@@]12C[C@@H](O)CN1C(=O)[C@@]([H])(NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)[C@@H](C)CN1C(=O)[C@@]([H])(NC(=O)[C@@]([H])(NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O"
"DB00532"	"CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1"
"DB00832"	"CN1C(=O)CC(C1=O)C1=CC=CC=C1"
"DB00849"	"CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1"
"DB01436"	"CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])C(CCC[C@]12C)=CC=C1C[C@@H](O)C[C@H](O)C1=C"
"DB00419"	"CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO"
"DB00426"	"CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O"
"DB00431"	"Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl"
"DB00432"	"OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F"
"DB00442"	"NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C"
"DB00447"	"N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1"
"DB00533"	"CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1"
"DB00548"	"OC(=O)CCCCCCCC(O)=O"
"DB00551"	"CC(=O)NO"
"DB00558"	"[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO"
"DB00560"	"[H][C@@]12CC3=C(C=C(NC(=O)CNC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C"
"DB00566"	"OC(=O)C(S)C(S)C(O)=O"
"DB00568"	"C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1"
"DB09322"	"[Zn++].[O-]S([O-])(=O)=O"
"DB00751"	"NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21"
"DB00756"	"OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl"
"DB00772"	"CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC"
"DB01025"	"CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1"
"DB01031"	"NC(=O)OC1(CCCCC1)C#C"
"DB01361"	"CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O"
"DB01378"	"[Mg++]"
"DB01382"	"COCCOC1=CN=C(NS(=O)(=O)C2=CC=CC=C2)N=C1"
"DB01410"	"[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(O2)C1CCCCC1)C(=O)COC(=O)C(C)C"
"DB01420"	"[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C"
"DB01421"	"NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O"
"DB01428"	"COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1"
"DB01429"	"CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1"
"DB01430"	"FC1=CC=C(C=C1)C(N1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1"
"DB01433"	"CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1"
"DB01452"	"[H][C@@]12OC3=C(OC(C)=O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2OC(C)=O"
"DB01545"	"CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2"
"DB01550"	"CC(CC1=CC=CC=C1)NCCC#N"
"DB01580"	"CC(C)NCC(O)COC1=CC=CC=C1OCC=C"
"DB06713"	"CCC12CCC3C(CCC4=CC(CCC34)=NO)C1CCC2(O)C#C"
"DB06718"	"CC1(O)CCC2C3CCC4CC5=NNC=C5CC4(C)C3CCC12C"
"DB06772"	"[H][C@@](O)([C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1)C(=O)O[C@@]1([H])C[C@@]2(O)[C@@]([H])(OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@]4([H])C[C@]([H])(OC)[C@@]3(C)C(=O)[C@]([H])(OC)C(=C1C)C2(C)C)OC(C)=O"
"DB06813"	"NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1"
"DB06824"	"NCCNCCNCCN"
"DB06819"	"[Na+].[O-]C(=O)CCCC1=CC=CC=C1"
"DB06800"	"[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CC[N+](C)(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O"
"DB06769"	"CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl"
"DB06799"	"C1N2CN3CN1CN(C2)C3"
"DB06817"	"CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1"
"DB06764"	"C1CN=C(N1)C1CCCC2=CC=CC=C12"
"DB06782"	"OCC(S)CS"
"DB06791"	"[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H]"
"DB06723"	"[OH-].[OH-].[OH-].[Al+3]"
"DB06724"	"[Ca++].[O-]C([O-])=O"
"DB06820"	"ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1"
"DB07615"	"COC1=CC=C(C=CC(=O)NC2=CC=CC=C2C(O)=O)C=C1OC"
"DB06777"	"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O"
"DB06725"	"CN1C(=C(O)NC2=CC=CC=N2)C(=O)C2=C(C=C(Cl)S2)S1(=O)=O"
"DB06756"	"C[N+](C)(C)CC([O-])=O"
"DB06766"	"CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12"
"DB06768"	"[NH4+].CC(O)C([O-])=O"
"DB06770"	"OCC1=CC=CC=C1"
"DB06771"	"N[C@@H]1CCCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O"
"DB06774"	"COC1=C(O)C=CC(CNC(=O)CCCCC=CC(C)C)=C1"
"DB06783"	"[Fe+3].[Fe+3].[Fe+3].[Fe+3].N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N"
"DB06794"	"OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N"
"DB06803"	"OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O"
"DB06809"	"C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1"
"DB06811"	"CCCCCCCCCCCCOCCO"
"DB01609"	"OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O"
"DB01656"	"FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl"
"DB09030"	"[H]C(=C([H])[C@]1([H])[C@]2([H])[C@@]([H])(C)OC(=O)[C@]2([H])C[C@]2([H])C[C@@]([H])(CC[C@@]12[H])N=C(O)OCC)C1=NC=C(C=C1)C1=CC(F)=CC=C1"
"DB09053"	"NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1"
"DB09075"	"CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1"
"DB09079"	"COC(=O)C1=CC2=C(C=C1)C(=C(NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(O)=N2"
"DB01597"	"N[C@@H](CSCCCCC=C(/NC(=O)[C@H]1CC1(C)C)C(=O)O)C(=O)O"
"DB01598"	"[H][C@]12CC(SCCN=CN)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O"
"DB02659"	"[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C"
"DB09027"	"[H][C@](N=C(O)OC)(C(C)C)C(=O)N1CC2(CC2)C[C@@]1([H])C1=NC=C(N1)C1=CC2=C(C=C1)C1=C(C=C(C=C1)C1=CC3=C(C=C1)N=C(N3)[C@@]1([H])N(C(=O)[C@@]([H])(N=C(O)OC)C(C)C)[C@]3([H])CC[C@@]1([H])C3)C2(F)F"
"DB09048"	"CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=CC=C1C)N1CCN(C)CC1"
"DB09049"	"COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC=C)[C@H]1O5"
"DB09054"	"[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1"
"DB09073"	"CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O"
"DB09085"	"CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C"
"DB01586"	"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O"
"DB01606"	"[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O"
"DB09050"	"CN1C(N)=C(NC(=O)NCCN)C=[N+]1CC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)C1=NSC(N)=N1)C2=O)C([O-])=O"
"DB09060"	"[Na+].NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS([O-])(=O)=O"
"DB01611"	"CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1"
"DB09096"	"O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1"
"DB09101"	"[H][C@@](CO)(C(C)C)N1C=C(C(O)=O)C(=O)C2=C1C=C(OC)C(CC1=C(F)C(Cl)=CC=C1)=C2"
"DB09112"	"[Na+].[O-]N=O"
"DB01610"	"CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O"
"DB01589"	"FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2"
"DB01592"	"[Fe]"
"DB01595"	"[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1"
"DB01618"	"CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2"
"DB01620"	"CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1"
"DB09034"	"[H][C@@]1(C)CCN(CCN1C(=O)C1=C(C=CC(C)=C1)N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2"
"DB09065"	"CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1"
"DB09102"	"Cl.Cl.[H][C@](N=C(O)OC)(C(C)C)C(=O)N1CCC[C@@]1([H])C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@]1([H])CCCN1C(=O)[C@@]([H])(N=C(O)OC)C(C)C"
"DB09125"	"[K+].[K+].[K+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O"
"DB01590"	"CO[C@@H]1C[C@H](C[C@H](C)C2CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@@H](C)C=CC=CC=C(C)[C@H](C[C@H]3CC[C@H](C)[C@](O)(O3)C(=O)C(=O)N3CCCC[C@@H]3C(=O)O2)OC)CC[C@H]1OCCO"
"DB01591"	"OC(=O)CCC(O)=O.O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1"
"DB01600"	"CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1"
"DB01601"	"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1"
"DB01612"	"CCCCCON=O"
